관리기관명,소재지지번주소,소재지도로명주소,카메라대수,카메라화소,촬영방면,보관일수,설치연도,위도,경도,데이터기준일자
광주광역시 사회재난과,북구 임동 187-39,북구 경양로63번길 7,1,200만,360도,30일,2022,35.163751,126.899565,2025-12-31
광주광역시 사회재난과,북구 임동 187-39,북구 경양로63번길 7,1,200만,360도,30일,2023,35.163751,126.899565,2025-12-31
광주광역시 사회재난과,북구 임동 3-12,,1,200만,360도,30일,2022,35.16193,126.901828,2025-12-31
광주광역시 사회재난과,북구 임동 3-12,,1,200만,360도,30일,2023,35.16193,126.901828,2025-12-31
광주광역시 사회재난과,북구 임동 345,,1,200만,360도,30일,2020,35.169727,126.886987,2025-12-31
광주광역시 사회재난과,북구 임동 345,,1,200만,360도,30일,2020,35.169727,126.886987,2025-12-31
광주광역시 사회재난과,북구 임동 100-12,북구 임동로 5-1,2,200만,360도,30일,2022,35.16165,126.894089,2025-12-31
광주광역시 사회재난과,북구 장등동 50-1,북구 장운길 278,1,200만,360도,30일,2018,35.211688,126.943615,2025-12-31
광주광역시 사회재난과,북구 장등동 50-1,북구 장운길 278,1,200만,360도,30일,2022,35.211688,126.943615,2025-12-31
광주광역시 사회재난과,북구 장등동 50-1,북구 장운길 278,1,200만,360도,30일,2023,35.211688,126.943615,2025-12-31
광주광역시 사회재난과,북구 중흥동 207-7,북구 당뫼로50번길 13-3,1,200만,360도,30일,2024,35.170422,126.91562,2025-12-31
광주광역시 사회재난과,북구 중흥동 207-7,북구 당뫼로50번길 13-3,2,200만,360도,30일,2021,35.170422,126.91562,2025-12-31
광주광역시 사회재난과,북구 중흥동 264-1,북구 서방로39번길 60,2,200만,360도,30일,2019,35.175502,126.918191,2025-12-31
광주광역시 사회재난과,북구 중흥동 264-1,북구 서방로39번길 60,1,200만,360도,30일,2022,35.175502,126.918191,2025-12-31
광주광역시 사회재난과,북구 중흥동 264-1,북구 서방로39번길 60,1,200만,360도,30일,2024,35.175502,126.918191,2025-12-31
광주광역시 사회재난과,북구 중흥동 272-15,북구 서방로19번길 10-3,2,200만,360도,30일,2022,35.173692,126.915618,2025-12-31
광주광역시 사회재난과,북구 동림동 1161-2,북구 동림용산로 12,1,200만,360도,30일,2024,35.188384,126.86941,2025-12-31
광주광역시 사회재난과,북구 동림동 1161-2,북구 동림용산로 12,1,200만,360도,30일,2022,35.188384,126.86941,2025-12-31
광주광역시 사회재난과,북구 중흥동 320-74,북구 용봉로90번길 16,2,200만,360도,30일,2022,35.172104,126.90742,2025-12-31
광주광역시 사회재난과,북구 중흥동 320-74,북구 용봉로90번길 16,1,200만,360도,30일,2024,35.172104,126.90742,2025-12-31
광주광역시 사회재난과,북구 중흥동 327-1,북구 신흥로 32,1,200만,360도,30일,2020,35.170827,126.908079,2025-12-31
광주광역시 사회재난과,북구 중흥동 327-1,북구 신흥로 32,1,200만,360도,30일,2020,35.170827,126.908079,2025-12-31
광주광역시 사회재난과,북구 중흥동 327-1,북구 신흥로 32,1,200만,360도,30일,2021,35.170827,126.908079,2025-12-31
광주광역시 사회재난과,북구 중흥동 327-1,북구 신흥로 32,1,200만,360도,30일,2024,35.170827,126.908079,2025-12-31
광주광역시 사회재난과,북구 중흥동 340-1,북구 우치로27번길 25,1,200만,360도,30일,2024,35.170462,126.9094,2025-12-31
광주광역시 사회재난과,북구 중흥동 340-1,북구 우치로27번길 25,1,200만,360도,30일,2022,35.170462,126.9094,2025-12-31
광주광역시 사회재난과,북구 중흥동 340-1,북구 우치로27번길 25,1,200만,360도,30일,2019,35.170462,126.9094,2025-12-31
광주광역시 사회재난과,북구 중흥동 340-1,북구 우치로27번길 25,1,200만,360도,30일,2021,35.170462,126.9094,2025-12-31
광주광역시 사회재난과,북구 중흥동 362-12,북구 우치로 60,2,200만,360도,30일,2022,35.172382,126.912693,2025-12-31
광주광역시 사회재난과,북구 중흥동 362-12,북구 우치로 60,1,200만,360도,30일,2024,35.172382,126.912693,2025-12-31
광주광역시 사회재난과,북구 중흥동 374-1,북구 서암대로 253-14,1,200만,360도,30일,2019,35.167474,126.911672,2025-12-31
광주광역시 사회재난과,북구 중흥동 374-1,북구 서암대로 253-14,1,200만,360도,30일,2020,35.167474,126.911672,2025-12-31
광주광역시 사회재난과,북구 중흥동 374-1,북구 서암대로 253-14,1,200만,360도,30일,2023,35.167474,126.911672,2025-12-31
광주광역시 사회재난과,북구 중흥동 599-19,북구 당뫼로 8,1,200만,360도,30일,2018,35.167127,126.913568,2025-12-31
광주광역시 사회재난과,북구 중흥동 599-19,북구 당뫼로 8,1,200만,360도,30일,2022,35.167127,126.913568,2025-12-31
광주광역시 사회재난과,북구 중흥동 599-19,북구 당뫼로 8,1,200만,360도,30일,2022,35.167127,126.913568,2025-12-31
광주광역시 사회재난과,북구 중흥동 599-19,북구 당뫼로 8,1,200만,360도,30일,2023,35.167127,126.913568,2025-12-31
광주광역시 사회재난과,북구 중흥동 677-8,북구 중가로113번길 36-10,1,200만,360도,30일,2023,35.159253,126.912169,2025-12-31
광주광역시 사회재난과,북구 중흥동 677-8,북구 중가로113번길 36-10,1,200만,360도,30일,2024,35.159253,126.912169,2025-12-31
광주광역시 사회재난과,북구 중흥동 683-1,북구 중흥로 152,1,200만,360도,30일,2013,35.161908,126.910582,2025-12-31
광주광역시 사회재난과,북구 중흥동 683-1,북구 중흥로 152,2,200만,360도,30일,2019,35.161908,126.910582,2025-12-31
광주광역시 사회재난과,북구 중흥동 689-4,북구 중흥로173번길 15,1,200만,360도,30일,2022,35.162132,126.913049,2025-12-31
광주광역시 사회재난과,북구 중흥동 689-4,북구 중흥로173번길 15,2,200만,360도,30일,2023,35.162132,126.913049,2025-12-31
광주광역시 사회재난과,북구 중흥동 689-4,북구 중흥로173번길 15,1,200만,360도,30일,2024,35.162132,126.913049,2025-12-31
광주광역시 사회재난과,북구 중흥동 695-10,북구 무등로262번길 8,1,200만,360도,30일,2019,35.163049,126.911659,2025-12-31
광주광역시 사회재난과,북구 중흥동 695-10,북구 무등로262번길 8,3,200만,360도,30일,2024,35.163049,126.911659,2025-12-31
광주광역시 사회재난과,북구 중흥동 712-36,북구 경양로 166,1,200만,360도,30일,2022,35.160295,126.909836,2025-12-31
광주광역시 사회재난과,북구 중흥동 712-36,북구 경양로 166,1,200만,360도,30일,2023,35.160295,126.909836,2025-12-31
광주광역시 사회재난과,북구 중흥동 720-6,북구 중가로75번길 9,1,200만,360도,30일,2023,35.159221,126.90841,2025-12-31
광주광역시 사회재난과,북구 중흥동 720-6,북구 중가로75번길 9,3,200만,360도,30일,2024,35.159221,126.90841,2025-12-31
광주광역시 사회재난과,북구 중흥동 747-8,북구 서암대로288번길 18-1,2,200만,360도,30일,2022,35.164905,126.914818,2025-12-31
광주광역시 사회재난과,북구 중흥동 747-8,북구 서암대로288번길 18-1,1,200만,360도,30일,2024,35.164905,126.914818,2025-12-31
광주광역시 사회재난과,북구 청풍동 800,,1,200만,360도,30일,2022,35.173105,126.964829,2025-12-31
광주광역시 사회재난과,북구 청풍동 800,,1,200만,360도,30일,2024,35.173105,126.964829,2025-12-31
광주광역시 사회재난과,북구 청풍동 255-4,,1,200만,360도,30일,2024,35.162008,126.961961,2025-12-31
광주광역시 사회재난과,북구 청풍동 255-4,,1,200만,360도,30일,2018,35.162008,126.961961,2025-12-31
광주광역시 사회재난과,북구 청풍동 255-4,,1,200만,360도,30일,2022,35.162008,126.961961,2025-12-31
광주광역시 사회재난과,북구 충효동 121-7,북구 매봉로 118,1,200만,360도,30일,2013,35.17476,127.009408,2025-12-31
광주광역시 사회재난과,북구 충효동 121-7,북구 매봉로 118,1,200만,360도,30일,2022,35.17476,127.009408,2025-12-31
광주광역시 사회재난과,북구 두암동 875-6,북구 동문대로86번길 94,1,200만,360도,30일,2024,35.170152,126.928433,2025-12-31
광주광역시 사회재난과,북구 두암동 875-6,북구 동문대로86번길 94,1,200만,360도,30일,2018,35.170152,126.928433,2025-12-31
광주광역시 사회재난과,북구 두암동 875-6,북구 동문대로86번길 94,1,200만,360도,30일,2022,35.170152,126.928433,2025-12-31
광주광역시 사회재난과,북구 두암동 875-6,북구 동문대로86번길 94,1,200만,360도,30일,2024,35.170152,126.928433,2025-12-31
광주광역시 사회재난과,북구 풍향동 20-16,,1,200만,360도,30일,2024,35.164161,126.931652,2025-12-31
광주광역시 사회재난과,북구 풍향동 20-16,,2,200만,360도,30일,2021,35.164161,126.931652,2025-12-31
광주광역시 사회재난과,북구 풍향동 20-16,,1,200만,360도,30일,2022,35.164161,126.931652,2025-12-31
광주광역시 사회재난과,북구 풍향동 40-2,북구 군왕로18번길 24,1,200만,360도,30일,2017,35.161834,126.931579,2025-12-31
광주광역시 사회재난과,북구 풍향동 40-2,북구 군왕로18번길 24,1,200만,360도,30일,2022,35.161834,126.931579,2025-12-31
광주광역시 사회재난과,북구 풍향동 40-2,북구 군왕로18번길 24,1,200만,360도,30일,2024,35.161834,126.931579,2025-12-31
광주광역시 사회재난과,북구 풍향동 547-6,북구 두방길 14,3,200만,360도,30일,2019,35.166754,126.922556,2025-12-31
광주광역시 사회재난과,북구 풍향동 547-6,북구 두방길 14,1,200만,360도,30일,2022,35.166754,126.922556,2025-12-31
광주광역시 사회재난과,북구 풍향동 547-6,북구 두방길 14,1,200만,360도,30일,2023,35.166754,126.922556,2025-12-31
광주광역시 사회재난과,북구 풍향동 579-1,북구 군왕로8번길 10,3,200만,360도,30일,2019,35.162382,126.929794,2025-12-31
광주광역시 사회재난과,북구 풍향동 579-1,북구 군왕로8번길 10,1,200만,360도,30일,2024,35.162382,126.929794,2025-12-31
광주광역시 사회재난과,북구 풍향동 596-6,북구 동문대로10번길 67,2,200만,360도,30일,2022,35.16493,126.922979,2025-12-31
광주광역시 사회재난과,북구 풍향동 599-25,북구 필문대로 23,2,200만,360도,30일,2022,35.164612,126.920991,2025-12-31
광주광역시 사회재난과,북구 풍향동 599-25,북구 필문대로 23,1,200만,360도,30일,2024,35.164612,126.920991,2025-12-31
광주광역시 사회재난과,북구 효령동 산60-6,,1,200만,360도,30일,2018,35.230282,126.920832,2025-12-31
광주광역시 사회재난과,북구 효령동 산60-6,,1,200만,360도,30일,2022,35.230282,126.920832,2025-12-31
광주광역시 사회재난과,북구 효령동 산60-6,,1,200만,360도,30일,2023,35.230282,126.920832,2025-12-31
광주광역시 사회재난과,북구 삼각동 394-3,,1,200만,360도,30일,2022,35.207046,126.905993,2025-12-31
광주광역시 사회재난과,북구 삼각동 394-3,,1,200만,360도,30일,2024,35.207046,126.905993,2025-12-31
광주광역시 사회재난과,북구 중흥동 751-16,북구 독립로367번길 56,1,200만,360도,30일,2022,35.164045,126.912617,2025-12-31
광주광역시 사회재난과,북구 중흥동 751-16,북구 독립로367번길 56,1,200만,360도,30일,2023,35.164045,126.912617,2025-12-31
광주광역시 사회재난과,북구 두암동 31-5,,1,200만,360도,30일,2024,35.176537,126.93895,2025-12-31
광주광역시 사회재난과,북구 두암동 31-5,,1,200만,360도,30일,2021,35.176537,126.93895,2025-12-31
광주광역시 사회재난과,북구 신용동 486-5,북구 임방울대로 991,1,200만,360도,30일,2015,35.214179,126.865851,2025-12-31
광주광역시 사회재난과,북구 신용동 486-5,북구 임방울대로 991,1,200만,360도,30일,2019,35.214179,126.865851,2025-12-31
광주광역시 사회재난과,북구 신용동 486-5,북구 임방울대로 991,1,200만,360도,30일,2023,35.214179,126.865851,2025-12-31
광주광역시 사회재난과,북구 삼각동 397-7,,1,200만,360도,30일,2022,35.206568,126.908573,2025-12-31
광주광역시 사회재난과,북구 삼각동 397-7,,1,200만,360도,30일,2024,35.206568,126.908573,2025-12-31
광주광역시 사회재난과,북구 삼각동 397-7,,1,200만,360도,30일,2025,35.206568,126.908573,2025-12-31
광주광역시 사회재난과,북구 삼각동 285,북구 우치로422번길 32,1,200만,360도,30일,2015,35.205742,126.903214,2025-12-31
광주광역시 사회재난과,북구 삼각동 285,북구 우치로422번길 32,1,200만,360도,30일,2022,35.205742,126.903214,2025-12-31
광주광역시 사회재난과,북구 두암동 산164,북구 무등로 689-7,1,200만,360도,30일,2016,35.159553,126.944776,2025-12-31
광주광역시 사회재난과,북구 두암동 산164,북구 무등로 689-7,1,200만,360도,30일,2019,35.159553,126.944776,2025-12-31
광주광역시 사회재난과,북구 용봉동 252-4,북구 용봉로 87,1,200만,360도,30일,2016,35.17271,126.9069,2025-12-31
광주광역시 사회재난과,북구 용봉동 252-4,북구 용봉로 87,1,200만,360도,30일,2018,35.17271,126.9069,2025-12-31
광주광역시 사회재난과,북구 장등동 산231-1,,1,200만,360도,30일,2024,35.205014,126.931879,2025-12-31
광주광역시 사회재난과,북구 장등동 산231-1,,2,200만,360도,30일,2018,35.205014,126.931879,2025-12-31
광주광역시 사회재난과,북구 생용동 59-1,,1,200만,360도,30일,2016,35.224436,126.901946,2025-12-31
광주광역시 사회재난과,북구 생용동 59-1,,1,200만,360도,30일,2018,35.224436,126.901946,2025-12-31
광주광역시 사회재난과,북구 생용동 59-1,,1,200만,360도,30일,2024,35.224436,126.901946,2025-12-31
광주광역시 사회재난과,북구 생용동 475-3,,2,200만,360도,30일,2018,35.233232,126.904409,2025-12-31
광주광역시 사회재난과,북구 생용동 475-3,,1,200만,360도,30일,2021,35.233232,126.904409,2025-12-31
광주광역시 사회재난과,북구 용전동 440-4 ,북구 하서로 818,1,200만,360도,30일,2016,35.242281,126.897949,2025-12-31
광주광역시 사회재난과,북구 용전동 440-4 ,북구 하서로 818,3,200만,360도,30일,2019,35.242281,126.897949,2025-12-31
광주광역시 사회재난과,북구 월출동 488-2,,1,200만,360도,30일,2016,35.241757,126.872261,2025-12-31
광주광역시 사회재난과,북구 월출동 488-2,,1,200만,360도,30일,2019,35.241757,126.872261,2025-12-31
광주광역시 사회재난과,북구 월출동 560-8,,1,200만,360도,30일,2016,35.238562,126.869964,2025-12-31
광주광역시 사회재난과,북구 월출동 560-8,,2,200만,360도,30일,2018,35.238562,126.869964,2025-12-31
광주광역시 사회재난과,북구 임동 140-16,북구 중흥로7번길 29,1,200만,360도,30일,2016,35.166837,126.89473,2025-12-31
광주광역시 사회재난과,북구 임동 140-16,북구 중흥로7번길 29,2,200만,360도,30일,2018,35.166837,126.89473,2025-12-31
광주광역시 사회재난과,북구 운암동 1031-4,,1,200만,360도,30일,2016,35.180715,126.87291,2025-12-31
광주광역시 사회재난과,북구 운암동 1031-4,,1,200만,360도,30일,2018,35.180715,126.87291,2025-12-31
광주광역시 사회재난과,북구 운암동 1031-4,,1,200만,360도,30일,2024,35.180715,126.87291,2025-12-31
광주광역시 사회재난과,북구 중흥동 279-49,북구 호동로 6,1,200만,360도,30일,2016,35.174572,126.913484,2025-12-31
광주광역시 사회재난과,북구 중흥동 279-49,북구 호동로 6,2,200만,360도,30일,2019,35.174572,126.913484,2025-12-31
광주광역시 사회재난과,북구 문흥동 942-5,북구 호동로75번길 20,1,200만,360도,30일,2016,35.178598,126.916868,2025-12-31
광주광역시 사회재난과,북구 문흥동 942-5,북구 호동로75번길 20,3,200만,360도,30일,2019,35.178598,126.916868,2025-12-31
광주광역시 사회재난과,북구 중흥동 337-31,북구 용봉로126번길 17-1,1,200만,360도,30일,2016,35.171973,126.910187,2025-12-31
광주광역시 사회재난과,북구 중흥동 337-31,북구 용봉로126번길 17-1,3,200만,360도,30일,2019,35.171973,126.910187,2025-12-31
광주광역시 사회재난과,북구 운암동 128-1,북구 금호로 74,1,200만,360도,30일,2016,35.17541,126.886887,2025-12-31
광주광역시 사회재난과,북구 운암동 128-1,북구 금호로 74,1,200만,360도,30일,2019,35.17541,126.886887,2025-12-31
광주광역시 사회재난과,북구 운암동 885-42,북구 서강로 55,1,200만,360도,30일,2016,35.176618,126.870852,2025-12-31
광주광역시 사회재난과,북구 운암동 885-42,북구 서강로 55,2,200만,360도,30일,2019,35.176618,126.870852,2025-12-31
광주광역시 사회재난과,북구 두암동 904-46,북구 군왕로 74,1,200만,360도,30일,2016,35.167708,126.932745,2025-12-31
광주광역시 사회재난과,북구 두암동 904-46,북구 군왕로 74,3,200만,360도,30일,2019,35.167708,126.932745,2025-12-31
광주광역시 사회재난과,북구 두암동 882-3,북구 서방로107번길 29,1,200만,360도,30일,2016,35.171721,126.925037,2025-12-31
광주광역시 사회재난과,북구 두암동 882-3,북구 서방로107번길 29,1,200만,360도,30일,2019,35.171721,126.925037,2025-12-31
광주광역시 사회재난과,북구 용봉동 1049,북구 비엔날레로93번길 32,1,200만,360도,30일,2016,35.180623,126.887988,2025-12-31
광주광역시 사회재난과,북구 용봉동 1049,북구 비엔날레로93번길 32,3,200만,360도,30일,2020,35.180623,126.887988,2025-12-31
광주광역시 사회재난과,북구 용봉동 624-9,북구 설죽로148번길 63,1,200만,360도,30일,2016,35.17521,126.897572,2025-12-31
광주광역시 사회재난과,북구 용봉동 624-9,북구 설죽로148번길 63,2,200만,360도,30일,2019,35.17521,126.897572,2025-12-31
광주광역시 사회재난과,북구 일곡동 911-3,북구 일곡마을로 121,1,200만,360도,30일,2016,35.207262,126.889948,2025-12-31
광주광역시 사회재난과,북구 일곡동 911-3,북구 일곡마을로 121,3,200만,360도,30일,2019,35.207262,126.889948,2025-12-31
광주광역시 사회재난과,북구 오치동 1024-1,북구 신촌로 16,1,200만,360도,30일,2016,35.188595,126.912221,2025-12-31
광주광역시 사회재난과,북구 오치동 1024-1,북구 신촌로 16,3,200만,360도,30일,2019,35.188595,126.912221,2025-12-31
광주광역시 사회재난과,북구 중흥동 645-1,북구 무등로 281-4,1,200만,360도,30일,2016,35.163422,126.914213,2025-12-31
광주광역시 사회재난과,북구 중흥동 645-1,북구 무등로 281-4,2,200만,360도,30일,2019,35.163422,126.914213,2025-12-31
광주광역시 사회재난과,북구 본촌동 3073,북구 양산택지로 74,1,200만,360도,30일,2017,35.21249,126.8812,2025-12-31
광주광역시 사회재난과,북구 본촌동 3073,북구 양산택지로 74,2,200만,360도,30일,2019,35.21249,126.8812,2025-12-31
광주광역시 사회재난과,북구 연제동 1009,북구 양일로 52-1,1,200만,360도,30일,2016,35.195949,126.870554,2025-12-31
광주광역시 사회재난과,북구 연제동 1009,북구 양일로 52-1,2,200만,360도,30일,2020,35.195949,126.870554,2025-12-31
광주광역시 사회재난과,북구 임동 135-12,북구 중흥로 5,1,200만,360도,30일,2016,35.165553,126.895366,2025-12-31
광주광역시 사회재난과,북구 임동 135-12,북구 중흥로 5,2,200만,360도,30일,2019,35.165553,126.895366,2025-12-31
광주광역시 사회재난과,북구 임동 186-2,북구 자동차로47번길 83,1,200만,360도,30일,2016,35.164335,126.896867,2025-12-31
광주광역시 사회재난과,북구 임동 186-2,북구 자동차로47번길 83,1,200만,360도,30일,2019,35.164335,126.896867,2025-12-31
광주광역시 사회재난과,북구 두암동 319-10,북구 군왕로51번길 9,2,200만,360도,30일,2016,35.166411,126.931467,2025-12-31
광주광역시 사회재난과,북구 지야동 809-10,,1,200만,360도,30일,2016,35.229523,126.892451,2025-12-31
광주광역시 사회재난과,북구 지야동 809-10,,3,200만,360도,30일,2020,35.229523,126.892451,2025-12-31
광주광역시 사회재난과,북구 두암동 601-1,북구 참판로 204-1,1,200만,360도,30일,2016,35.175942,126.934345,2025-12-31
광주광역시 사회재난과,북구 두암동 601-1,북구 참판로 204-1,3,200만,360도,30일,2019,35.175942,126.934345,2025-12-31
광주광역시 사회재난과,북구 임동 153-6,북구 서림로 25,1,200만,360도,30일,2016,35.167493,126.891336,2025-12-31
광주광역시 사회재난과,북구 임동 153-6,북구 서림로 25,3,200만,360도,30일,2019,35.167493,126.891336,2025-12-31
광주광역시 사회재난과,북구 신안동 234-1,북구 서암대로132번길 13,1,200만,360도,30일,2016,35.169384,126.898536,2025-12-31
광주광역시 사회재난과,북구 신안동 234-1,북구 서암대로132번길 13,3,200만,360도,30일,2019,35.169384,126.898536,2025-12-31
광주광역시 사회재난과,북구 중흥동 326-11 ,북구 신흥로 8,2,200만,360도,30일,2019,35.168792,126.907062,2025-12-31
광주광역시 사회재난과,북구 중흥동 326-11 ,북구 신흥로 8,1,200만,360도,30일,2023,35.168792,126.907062,2025-12-31
광주광역시 사회재난과,북구 중흥동 802-20,북구 서암대로289번길 21,1,200만,360도,30일,2016,35.166881,126.915685,2025-12-31
광주광역시 사회재난과,북구 중흥동 802-20,북구 서암대로289번길 21,2,200만,360도,30일,2019,35.166881,126.915685,2025-12-31
광주광역시 사회재난과,북구 유동 8-9,북구 경열로 216,1,200만,360도,30일,2016,35.158309,126.906758,2025-12-31
광주광역시 사회재난과,북구 유동 8-9,북구 경열로 216,2,200만,360도,30일,2019,35.158309,126.906758,2025-12-31
광주광역시 사회재난과,북구 문흥동 992-7,북구 문산로62번길 11,1,200만,360도,30일,2016,35.186326,126.925359,2025-12-31
광주광역시 사회재난과,북구 문흥동 992-7,북구 문산로62번길 11,2,200만,360도,30일,2019,35.186326,126.925359,2025-12-31
광주광역시 사회재난과,북구 우산동 201-12,북구 동문대로111번길 37,1,200만,360도,30일,2016,35.173765,126.923365,2025-12-31
광주광역시 사회재난과,북구 우산동 201-12,북구 동문대로111번길 37,2,200만,360도,30일,2019,35.173765,126.923365,2025-12-31
광주광역시 사회재난과,북구 우산동 196-1,북구 서방로73번길 92,1,200만,360도,30일,2016,35.176001,126.922313,2025-12-31
광주광역시 사회재난과,북구 우산동 196-1,북구 서방로73번길 92,2,200만,360도,30일,2019,35.176001,126.922313,2025-12-31
광주광역시 사회재난과,북구 두암동 917-10,북구 삼정소로길 30,1,200만,360도,30일,2016,35.171269,126.937016,2025-12-31
광주광역시 사회재난과,북구 두암동 917-10,북구 삼정소로길 30,1,200만,360도,30일,2019,35.171269,126.937016,2025-12-31
광주광역시 사회재난과,북구 풍향동 600-1,북구 풍동길 26-2,1,200만,360도,30일,2016,35.165933,126.922442,2025-12-31
광주광역시 사회재난과,북구 풍향동 600-1,북구 풍동길 26-2,3,200만,360도,30일,2019,35.165933,126.922442,2025-12-31
광주광역시 사회재난과,북구 각화동 586,북구 각화대로 93,1,200만,360도,30일,2016,35.179166,126.940283,2025-12-31
광주광역시 사회재난과,북구 각화동 586,북구 각화대로 93,2,200만,360도,30일,2019,35.179166,126.940283,2025-12-31
광주광역시 사회재난과,북구 문흥동 947-2,북구 능안로30번길 6,1,200만,360도,30일,2016,35.188036,126.917564,2025-12-31
광주광역시 사회재난과,북구 문흥동 947-2,북구 능안로30번길 6,2,200만,360도,30일,2019,35.188036,126.917564,2025-12-31
광주광역시 사회재난과,북구 문흥동 787-1,북구 면앙로31번길 10,1,200만,360도,30일,2016,35.182246,126.916986,2025-12-31
광주광역시 사회재난과,북구 문흥동 787-1,북구 면앙로31번길 10,2,200만,360도,30일,2020,35.182246,126.916986,2025-12-31
광주광역시 사회재난과,북구 장등동 240-1,,1,200만,360도,30일,2016,35.214486,126.933221,2025-12-31
광주광역시 사회재난과,북구 장등동 240-1,,3,200만,360도,30일,2019,35.214486,126.933221,2025-12-31
광주광역시 사회재난과,북구 용봉동 1209-12,북구 용주로30번길 64,1,200만,360도,30일,2017,35.180653,126.904186,2025-12-31
광주광역시 사회재난과,북구 용봉동 1209-12,북구 용주로30번길 64,2,200만,360도,30일,2020,35.180653,126.904186,2025-12-31
광주광역시 사회재난과,북구 각화동 46-1,,1,200만,360도,30일,2017,35.183963,126.940806,2025-12-31
광주광역시 사회재난과,북구 각화동 46-1,,2,200만,360도,30일,2020,35.183963,126.940806,2025-12-31
광주광역시 사회재난과,북구 임동 192-1,북구 중흥로 52,2,200만,360도,30일,2017,35.164715,126.899945,2025-12-31
광주광역시 사회재난과,북구 임동 192-1,북구 중흥로 52,2,200만,360도,30일,2019,35.164715,126.899945,2025-12-31
광주광역시 사회재난과,북구 운암동 68,북구 황계로 34,2,200만,360도,30일,2017,35.17472,126.8759,2025-12-31
광주광역시 사회재난과,북구 운암동 68,북구 황계로 34,1,200만,360도,30일,2020,35.17472,126.8759,2025-12-31
광주광역시 사회재난과,북구 운암동 945-1,북구 대자실로 14,2,200만,360도,30일,2017,35.178027,126.873689,2025-12-31
광주광역시 사회재난과,북구 운암동 945-1,북구 대자실로 14,1,200만,360도,30일,2024,35.178027,126.873689,2025-12-31
광주광역시 사회재난과,북구 삼각동 524,북구 설죽로389번길 69,2,200만,360도,30일,2017,35.195902,126.898859,2025-12-31
광주광역시 사회재난과,북구 삼각동 524,북구 설죽로389번길 69,1,200만,360도,30일,2024,35.195902,126.898859,2025-12-31
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2017,35.17288,126.927845,2025-12-31
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288,126.927845,2025-12-31
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2019,35.17288,126.927845,2025-12-31
광주광역시 사회재난과,북구 두암동 857-1,북구 금녕길61번길 71,1,200만,360도,30일,2025,35.17288,126.927845,2025-12-31
광주광역시 사회재난과,북구 두암동 904-13,북구 참판로 115,2,200만,360도,30일,2017,35.167953,126.93355,2025-12-31
광주광역시 사회재난과,북구 우산동 3-20,북구 평교로18번길 53-1,2,200만,360도,30일,2017,35.178308,126.927753,2025-12-31
광주광역시 사회재난과,북구 우산동 3-20,북구 평교로18번길 53-1,1,200만,360도,30일,2024,35.178308,126.927753,2025-12-31
광주광역시 사회재난과,북구 용봉동 609-21,북구 설죽로148번길 30,2,200만,360도,30일,2017,35.173644,126.897179,2025-12-31
광주광역시 사회재난과,북구 중흥동 644-24,북구 독립로375번길 3,2,200만,360도,30일,2017,35.164228,126.915234,2025-12-31
광주광역시 사회재난과,북구 중흥동 648-10,북구 독립로349번길 6,2,200만,360도,30일,2017,35.162023,126.914282,2025-12-31
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2017,35.209131,126.872178,2025-12-31
광주광역시 사회재난과,북구 양산동 254-12,북구 효열로29번길 21,2,200만,360도,30일,2019,35.209131,126.872178,2025-12-31
광주광역시 사회재난과,북구 운암동 400-22,북구 운신북길 297,2,200만,360도,30일,2017,35.171292,126.889368,2025-12-31
광주광역시 사회재난과,북구 운암동 400-22,북구 운신북길 297,1,200만,360도,30일,2024,35.171292,126.889368,2025-12-31
광주광역시 사회재난과,북구 용강동 196-13,북구 용강마을길 97,2,200만,360도,30일,2017,35.252812,126.917415,2025-12-31
광주광역시 사회재난과,북구 매곡동 119-15,,2,200만,360도,30일,2017,35.191133,126.895617,2025-12-31
광주광역시 사회재난과,북구 연제동 217-10,북구 양일1로 50,2,200만,360도,30일,2017,35.195013,126.868699,2025-12-31
광주광역시 사회재난과,북구 신안동 211-23,북구 서양로41번길 13,2,200만,360도,30일,2017,35.170895,126.90608,2025-12-31
광주광역시 사회재난과,북구 신안동 211-23,북구 서양로41번길 13,1,200만,360도,30일,2024,35.170895,126.90608,2025-12-31
광주광역시 사회재난과,북구 두암동 811-9,북구 두방길 69-2,2,200만,360도,30일,2017,35.166616,126.928677,2025-12-31
광주광역시 사회재난과,북구 문흥동 949-16,북구 대천로139번길 46,2,200만,360도,30일,2017,35.187656,126.918784,2025-12-31
광주광역시 사회재난과,북구 동림동 1157-1,북구 동림용산로 7,1,200만,360도,30일,2022,35.187722,126.868007,2025-12-31
광주광역시 사회재난과,북구 동림동 1157-1,북구 동림용산로 7,1,200만,360도,30일,2024,35.187722,126.868007,2025-12-31
광주광역시 사회재난과,북구 동림동 1158-1,북구 동림용산로 30,1,200만,360도,30일,2018,35.188068,126.867905,2025-12-31
광주광역시 사회재난과,북구 동림동 1158-1,북구 동림용산로 30,2,200만,360도,30일,2024,35.188068,126.867905,2025-12-31
